winner,winner score,loser score,strategy,opponent,against,hand,length,target
tree-v6,470,448,"[1, 1, 0, 0, 0, 0, 0, 0]","[2, 0, 3, 0, 0, 1, 0, 1]",2,5 8 8,7,pass
tree-v6,470,448,"[1, 1, 0, 0, 0, 0, 0, 0]","[3, 0, 3, 0, 0, 1, 0, 1]",0,5 8 8,6,pass
tree-v6,470,448,"[2, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 3, 0, 0, 1, 0, 1]",0,5 8,5,pass
tree-v7,475,452,"[1, 5, 2, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",6,3 3 3 4 4 5 6 6 7 8 9 10 10 J J J J J Q Q K K A A A 2 2,21,pass
tree-v7,475,452,"[1, 5, 2, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 2, 0]",6,3 3 3 4 4 5 6 6 7 8 9 10 10 J J J J J Q Q K K A A A 2 2,15,pass
tree-v7,475,452,"[1, 5, 2, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 2, 0]",0,3 3 3 4 4 5 6 6 7 8 9 10 10 J J J J J Q Q K K A A A 2 2,14,best
tree-v7,475,452,"[0, 4, 2, 1, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 2, 0]",1,3 3 3 5 6 7 8 9 10 10 J J J J J Q Q K K A A A 2 2,12,best
tree-v7,475,452,"[0, 3, 2, 1, 0, 1, 0, 0]","[1, 2, 0, 0, 0, 0, 2, 0]",1,3 3 3 5 6 7 8 9 J J J J J Q Q K K A A A 2 2,10,best
tree-v7,475,452,"[0, 1, 2, 1, 0, 1, 0, 0]","[1, 3, 0, 0, 0, 0, 2, 0]",1,3 3 3 5 6 7 8 9 J J J J J K K A A A,8,pass
tree-v7,475,452,"[0, 1, 2, 1, 0, 1, 0, 0]","[1, 4, 0, 0, 0, 0, 2, 0]",1,3 3 3 5 6 7 8 9 J J J J J K K A A A,6,pass
AI-random,492,498,"[2, 1, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,4 5 7 7 7 8 8 8 9 9 10 10 10 J J J Q K A A A A A A 2 2,26,bomb
AI-random,492,498,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",5,7 7 7 8 8 8,22,pass
AI-random,492,498,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 0]",1,7 7 7 8 8 8,20,combat
AI-random,492,498,"[1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 2, 0, 0]",5,7 7 7 8,16,pass
AI-random,492,498,"[1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 2, 1, 0]",6,7 7 7 8,10,pass
AI-random,492,498,"[1, 0, 1, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 2, 1, 0]",0,7 7 7 8,9,best
AI-random,492,498,"[0, 0, 1, 0, 0, 0, 0, 0]","[3, 1, 0, 0, 0, 2, 1, 0]",0,7 7 7,8,pass
AI-random,492,498,"[0, 0, 1, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 2, 1, 0]",1,7 7 7,6,pass
AI-random,492,498,"[0, 0, 1, 0, 0, 0, 0, 0]","[3, 2, 1, 0, 0, 2, 1, 0]",2,7 7 7,3,pass
tree-v7,457,501,"[3, 2, 0, 1, 1, 2, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",1,3 3 3 3 3 4 5 6 7 7 7 7 8 8 9 9 9 10 10 10 J Q Q Q K 2 2,25,best
tree-v7,457,501,"[2, 1, 0, 1, 1, 2, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",0,3 3 3 3 3 5 6 7 7 7 7 8 8 9 9 9 10 10 10 J Q K 2 2,24,best
tree-v7,457,501,"[0, 0, 0, 0, 0, 2, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]",3,3 3 3 3 3 7 7 7 7,19,bomb
tree-v7,457,501,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]",5,7 7 7 7,14,pass
tree-v7,457,501,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 2, 0, 0]",5,7 7 7 7,10,pass
tree-v7,486,478,"[0, 5, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 3 4 4 6 6 8 8 9 9 9 10 10 10 J Q K K K A A A A A 2 2,26,combat
tree-v7,486,478,"[0, 4, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",1,4 4 6 6 8 8 9 9 9 10 10 10 J Q K K K A A A A A 2,24,best
tree-v7,486,478,"[0, 3, 0, 1, 0, 1, 1, 0]","[1, 2, 0, 0, 0, 0, 0, 0]",1,4 4 6 6 9 9 9 10 10 10 J Q K K K A A A A A 2,22,best
AI-random,446,467,"[2, 3, 0, 3, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 3 4 4 5 6 6 7 8 8 8 9 9 9 9 9 10 J J Q Q K K A A 2 2,22,best
AI-random,446,467,"[1, 3, 0, 2, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",0,3 3 4 4 6 6 7 8 8 8 9 9 9 9 9 10 J Q K A 2,21,pass
AI-random,446,467,"[1, 3, 0, 2, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]",2,3 3 4 4 6 6 7 8 8 8 9 9 9 9 9 10 J Q K A 2,18,combat
AI-random,446,467,"[1, 3, 0, 1, 0, 1, 0, 0]","[2, 0, 1, 1, 0, 0, 0, 0]",0,3 3 4 4 6 6 9 9 9 9 9 10 J Q K A 2,17,best
AI-random,446,467,"[0, 3, 0, 1, 0, 1, 0, 0]","[3, 0, 1, 1, 0, 0, 0, 0]",0,3 3 4 4 6 6 9 9 9 9 9 J Q K A 2,16,pass
AI-random,446,467,"[0, 3, 0, 1, 0, 1, 0, 0]","[3, 0, 1, 1, 0, 1, 0, 0]",5,3 3 4 4 6 6 9 9 9 9 9 J Q K A 2,11,best
AI-random,446,467,"[0, 2, 0, 1, 0, 0, 0, 0]","[3, 1, 1, 1, 0, 1, 0, 0]",1,4 4 6 6 J Q K A 2,9,best
AI-random,446,467,"[0, 1, 0, 1, 0, 0, 0, 0]","[3, 2, 1, 1, 0, 1, 0, 0]",1,4 4 J Q K A 2,7,best
AI-random,446,467,"[0, 1, 0, 1, 0, 0, 0, 0]","[3, 2, 1, 1, 0, 2, 0, 0]",5,4 4 J Q K A 2,3,best
AI-random,446,467,"[0, 1, 0, 1, 0, 0, 0, 0]","[4, 2, 1, 1, 0, 2, 0, 0]",0,4 4 J Q K A 2,2,best
AI-random,446,467,"[3, 1, 0, 0, 0, 0, 0, 0]","[5, 2, 1, 1, 0, 2, 0, 0]",0,4 4 Q K A,1,best
tree-v7,495,528,"[2, 3, 0, 1, 0, 3, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,4 4 5 5 5 6 6 6 6 6 7 8 10 10 10 10 10 Q Q K K K K A 2 2,26,best
tree-v7,495,528,"[1, 3, 0, 1, 0, 3, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",0,4 4 5 5 5 6 6 6 6 6 7 8 10 10 10 10 10 Q Q K K K K 2 2,25,pass
tree-v7,495,528,"[1, 3, 0, 1, 0, 3, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 1]",7,4 4 5 5 5 6 6 6 6 6 7 8 10 10 10 10 10 Q Q K K K K 2 2,20,bomb
tree-v7,495,528,"[1, 3, 0, 1, 0, 2, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 1]",5,4 4 5 5 5 6 7 8 10 10 10 10 10 Q Q K K K K 2 2,16,best
tree-v7,495,528,"[0, 3, 0, 1, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 1]",0,4 5 5 5 6 7 8 Q Q K K K K 2 2,15,combat
tree-v7,495,528,"[0, 1, 0, 1, 0, 1, 0, 0]","[3, 1, 0, 0, 0, 1, 0, 1]",1,4 5 6 7 8 Q Q K K K K,13,best
tree-v7,495,528,"[0, 0, 0, 0, 0, 1, 0, 0]","[3, 1, 0, 0, 0, 2, 0, 1]",5,K K K K,9,best
AI-random,515,468,"[2, 1, 1, 3, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",5,3 4 4 5 5 6 6 6 7 7 7 8 8 8 9 9 10 J J Q Q Q 2 2 2 2 2,23,best
AI-random,515,468,"[2, 1, 0, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",2,3 4 4 5 5 6 6 6 7 7 7 8 8 8 9 9 10 J J,20,pass
AI-random,515,468,"[2, 1, 0, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 1, 0, 0]",2,3 4 4 5 5 6 6 6 7 7 7 8 8 8 9 9 10 J J,17,pass
AI-random,515,468,"[2, 1, 0, 3, 0, 0, 0, 0]","[1, 0, 2, 0, 0, 1, 0, 0]",0,3 4 4 5 5 6 6 6 7 7 7 8 8 8 9 9 10 J J,16,pass
AI-random,515,468,"[2, 1, 0, 3, 0, 0, 0, 0]","[1, 0, 2, 0, 0, 2, 0, 0]",5,3 4 4 5 5 6 6 6 7 7 7 8 8 8 9 9 10 J J,12,pass
AI-random,515,468,"[2, 1, 0, 3, 0, 0, 0, 0]","[2, 0, 2, 0, 0, 2, 0, 0]",0,3 4 4 5 5 6 6 6 7 7 7 8 8 8 9 9 10 J J,11,pass
AI-random,515,468,"[2, 1, 0, 3, 0, 0, 0, 0]","[2, 1, 2, 0, 0, 2, 0, 0]",1,3 4 4 5 5 6 6 6 7 7 7 8 8 8 9 9 10 J J,9,best
AI-random,515,468,"[1, 0, 0, 3, 0, 0, 0, 0]","[3, 1, 2, 0, 0, 2, 0, 0]",0,4 4 5 5 6 6 6 7 7 7 8 8 8 9 9 10,8,combat
AI-random,515,468,"[0, 0, 0, 1, 0, 0, 0, 0]","[3, 1, 2, 0, 0, 3, 0, 0]",5,6 7 8 9 10,3,combat
AI-random,515,468,"[0, 0, 0, 1, 0, 0, 0, 0]","[3, 2, 2, 0, 0, 3, 0, 0]",1,6 7 8 9 10,1,combat
AI-random,485,455,"[3, 4, 2, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 4 5 5 6 6 6 6 7 7 7 8 8 8 9 9 10 10 10 J Q Q Q A A 2 2,26,best
AI-random,485,455,"[2, 4, 2, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",0,3 4 5 5 6 6 6 6 7 7 7 8 8 8 9 9 10 10 10 Q Q Q A A 2 2,25,pass
AI-random,485,455,"[2, 4, 2, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 1]",7,3 4 5 5 6 6 6 6 7 7 7 8 8 8 9 9 10 10 10 Q Q Q A A 2 2,20,pass
AI-random,485,455,"[2, 4, 2, 0, 0, 1, 1, 0]","[3, 0, 0, 0, 0, 0, 0, 1]",0,3 4 5 5 6 6 6 6 7 7 7 8 8 8 9 9 10 10 10 Q Q Q A A 2 2,19,combat
AI-random,485,455,"[2, 5, 0, 0, 0, 1, 1, 0]","[3, 0, 1, 0, 0, 0, 0, 1]",2,3 4 5 5 6 6 6 6 7 7 7 8 8 8 9 9 Q Q A A 2 2,16,pass
AI-random,485,455,"[2, 5, 0, 0, 0, 1, 1, 0]","[3, 0, 1, 0, 0, 1, 0, 1]",5,3 4 5 5 6 6 6 6 7 7 7 8 8 8 9 9 Q Q A A 2 2,12,pass
AI-random,485,455,"[2, 5, 0, 0, 0, 1, 1, 0]","[3, 1, 1, 0, 0, 1, 0, 1]",1,3 4 5 5 6 6 6 6 7 7 7 8 8 8 9 9 Q Q A A 2 2,10,best
AI-random,485,455,"[2, 4, 0, 0, 0, 1, 1, 0]","[3, 2, 1, 0, 0, 1, 0, 1]",1,3 4 6 6 6 6 7 7 7 8 8 8 9 9 Q Q A A 2 2,8,best
AI-random,485,455,"[2, 3, 0, 0, 0, 1, 1, 0]","[3, 3, 1, 0, 0, 1, 0, 1]",1,3 4 6 6 6 6 7 7 7 8 8 8 Q Q A A 2 2,6,best
AI-random,485,455,"[2, 3, 0, 0, 0, 0, 1, 0]","[3, 3, 1, 0, 0, 2, 0, 1]",5,3 4 7 7 7 8 8 8 Q Q A A 2 2,2,best
tree-v7,446,454,"[2, 3, 3, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",5,3 3 3 3 4 5 5 5 6 6 7 7 8 8 9 9 10 10 10 J J K K K A 2 2,23,pass
tree-v7,446,454,"[2, 3, 3, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 2, 0, 0]",5,3 3 3 3 4 5 5 5 6 6 7 7 8 8 9 9 10 10 10 J J K K K A 2 2,19,bomb
tree-v7,446,454,"[1, 3, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 2, 0, 0]",0,6 6 7 7 8 8 9 9 J J A 2 2,18,best
tree-v7,446,454,"[0, 2, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 2, 0, 0]",1,7 7 8 8 9 9 J J 2 2,16,best
AI-random,491,488,"[1, 3, 0, 2, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 3 3 3 4 4 4 5 6 7 8 9 9 9 10 J Q Q K A A 2 2 2 2 2,26,pass
AI-random,491,488,"[1, 3, 0, 2, 0, 2, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",2,3 3 3 3 4 4 4 5 6 7 8 9 9 9 10 J Q Q K A A 2 2 2 2 2,23,bomb
AI-random,491,488,"[1, 3, 0, 2, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",5,4 4 4 5 6 7 8 9 9 9 10 J Q Q K A A 2 2 2 2 2,19,best
AI-random,491,488,"[0, 2, 0, 2, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",1,4 5 6 7 8 9 9 9 10 J Q K A A,17,best
AI-random,491,488,"[0, 1, 0, 2, 0, 0, 0, 0]","[1, 2, 1, 0, 0, 1, 0, 0]",1,4 5 6 7 8 9 10 J Q K A A,15,best
AI-random,491,488,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 2, 1, 0, 0, 2, 0, 0]",5,9 10 J Q K,11,pass
AI-random,491,488,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 2, 2, 0, 0, 2, 0, 0]",2,9 10 J Q K,8,pass
AI-random,491,488,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 3, 2, 0, 0, 2, 0, 0]",1,9 10 J Q K,6,pass
AI-random,491,488,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 4, 2, 0, 0, 2, 0, 0]",1,9 10 J Q K,4,pass
AI-random,491,488,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 5, 2, 0, 0, 2, 0, 0]",1,9 10 J Q K,2,pass
tree-v7,521,455,"[1, 2, 0, 2, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,4 5 6 6 7 7 8 8 9 10 10 J J J J Q Q K K 2 2 2 2,26,best
tree-v7,521,455,"[0, 1, 0, 2, 0, 2, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",1,4 5 6 6 7 7 8 8 9 10 J J J J K K 2 2 2 2,24,pass
tree-v7,521,455,"[0, 1, 0, 2, 0, 2, 0, 0]","[1, 2, 0, 0, 0, 0, 0, 0]",1,4 5 6 6 7 7 8 8 9 10 J J J J K K 2 2 2 2,22,best
tree-v7,521,455,"[0, 0, 0, 1, 0, 2, 0, 0]","[1, 2, 0, 1, 0, 0, 0, 0]",3,6 7 8 9 10 J J J J 2 2 2 2,17,bomb
tree-v7,521,455,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 2, 0, 1, 0, 1, 0, 0]",5,2 2 2 2,13,bomb
tree-v7,481,440,"[4, 0, 1, 0, 1, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",4,3 4 4 4 4 5 6 7 7 8 8 9 9 10 10 10 J J J J Q Q Q K K K 2,21,best
tree-v7,481,440,"[3, 0, 0, 0, 0, 2, 1, 0]","[1, 0, 0, 0, 1, 0, 0, 0]",0,4 4 4 4 5 6 J J J J Q Q Q K K K 2,20,best
tree-v7,481,440,"[1, 0, 0, 0, 0, 2, 1, 0]","[2, 0, 0, 0, 1, 0, 0, 0]",0,4 4 4 4 6 J J J J Q Q Q K K K,19,bomb
tree-v7,481,440,"[1, 0, 0, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 1, 1, 0, 0]",5,6 J J J J Q Q Q K K K,15,best
tree-v7,481,440,"[0, 0, 0, 0, 0, 0, 1, 0]","[3, 0, 0, 0, 1, 1, 0, 0]",0,Q Q Q K K K,14,pass
tree-v7,481,440,"[0, 0, 0, 0, 0, 0, 1, 0]","[3, 1, 0, 0, 1, 1, 0, 0]",1,Q Q Q K K K,12,pass
tree-v7,481,440,"[0, 0, 0, 0, 0, 0, 1, 0]","[3, 2, 0, 0, 1, 1, 0, 0]",1,Q Q Q K K K,10,pass
tree-v7,481,440,"[0, 0, 0, 0, 0, 0, 1, 0]","[3, 2, 0, 0, 1, 1, 0, 1]",7,Q Q Q K K K,5,pass
tree-v7,481,440,"[0, 0, 0, 0, 0, 0, 1, 0]","[3, 3, 0, 0, 1, 1, 0, 1]",1,Q Q Q K K K,3,pass
tree-v7,478,501,"[2, 3, 2, 1, 0, 2, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 3 3 4 4 4 4 5 6 6 7 8 9 9 9 10 10 10 Q Q K K A 2 2 2 2,22,pass
tree-v7,478,501,"[2, 3, 2, 1, 0, 2, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",5,3 3 3 4 4 4 4 5 6 6 7 8 9 9 9 10 10 10 Q Q K K A 2 2 2 2,18,best
tree-v7,478,501,"[2, 3, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 0]",2,4 4 4 4 5 6 6 7 8 9 9 9 10 10 10 Q Q K K A,15,best
tree-v7,478,501,"[0, 2, 0, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 1, 0, 0]",1,4 4 4 4 5 6 7 8 9 Q Q K K,13,best
tree-v7,478,501,"[0, 1, 0, 1, 0, 1, 0, 0]","[0, 2, 1, 1, 0, 1, 0, 0]",1,4 4 4 4 5 6 7 8 9 K K,11,bomb
tree-v7,478,501,"[0, 1, 0, 1, 0, 0, 0, 0]","[0, 2, 1, 1, 0, 2, 0, 0]",5,5 6 7 8 9 K K,7,bomb
tree-v7,478,501,"[0, 1, 0, 1, 0, 0, 0, 0]","[0, 2, 2, 1, 0, 2, 0, 0]",2,5 6 7 8 9 K K,4,bomb
tree-v7,478,501,"[0, 1, 0, 1, 0, 0, 0, 0]","[0, 3, 2, 1, 0, 2, 0, 0]",1,5 6 7 8 9 K K,2,bomb
AI-random,464,448,"[1, 2, 0, 1, 0, 1, 2, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,4 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 10 10 J Q K A A 2 2,26,best
AI-random,464,448,"[0, 2, 0, 1, 0, 1, 2, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",0,4 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 10 J Q K A A 2 2,25,pass
AI-random,464,448,"[0, 2, 0, 1, 0, 1, 2, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",1,4 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 9 10 J Q K A A 2 2,23,best
AI-random,464,448,"[0, 0, 0, 0, 0, 0, 2, 0]","[2, 1, 0, 0, 0, 1, 0, 0]",5,5 5 5 6 6 6 7 7 7 8 8 8,19,pass
AI-random,464,448,"[0, 0, 0, 0, 0, 0, 2, 0]","[2, 2, 0, 0, 0, 1, 0, 0]",1,5 5 5 6 6 6 7 7 7 8 8 8,17,pass
AI-random,464,448,"[0, 0, 0, 0, 0, 0, 2, 0]","[3, 2, 0, 0, 0, 1, 0, 0]",0,5 5 5 6 6 6 7 7 7 8 8 8,16,pass
AI-random,464,448,"[0, 0, 0, 0, 0, 0, 2, 0]","[4, 2, 0, 0, 0, 1, 0, 0]",0,5 5 5 6 6 6 7 7 7 8 8 8,15,pass
AI-random,464,448,"[0, 0, 0, 0, 0, 0, 2, 0]","[4, 2, 0, 0, 0, 2, 0, 0]",5,5 5 5 6 6 6 7 7 7 8 8 8,11,pass
AI-random,464,448,"[0, 0, 0, 0, 0, 0, 2, 0]","[4, 3, 0, 0, 0, 2, 0, 0]",1,5 5 5 6 6 6 7 7 7 8 8 8,9,pass
AI-random,464,448,"[0, 0, 0, 0, 0, 0, 2, 0]","[4, 3, 1, 0, 0, 2, 0, 0]",2,5 5 5 6 6 6 7 7 7 8 8 8,6,pass
AI-random,464,448,"[0, 0, 1, 0, 0, 0, 1, 0]","[4, 3, 2, 0, 0, 2, 0, 0]",2,5 5 5 7 7 7 8 8 8,3,pass
AI-random,490,465,"[2, 2, 0, 2, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 4 5 5 6 7 7 7 8 8 9 9 10 10 10 10 J J J Q K K K A A 2,26,best
AI-random,490,465,"[0, 2, 0, 2, 1, 1, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",0,3 4 5 6 7 7 7 8 8 9 9 10 10 10 10 J J J Q K K K A 2,25,pass
AI-random,490,465,"[0, 2, 0, 2, 1, 1, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",1,3 4 5 6 7 7 7 8 8 9 9 10 10 10 10 J J J Q K K K A 2,23,best
AI-random,490,465,"[0, 1, 0, 2, 1, 1, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 0]",1,3 4 5 6 7 7 7 8 8 9 9 10 10 10 10 J Q K K K A 2,21,pass
AI-random,490,465,"[0, 1, 0, 2, 1, 1, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 1]",7,3 4 5 6 7 7 7 8 8 9 9 10 10 10 10 J Q K K K A 2,16,bomb
AI-random,490,465,"[0, 1, 0, 2, 1, 0, 0, 0]","[2, 2, 0, 0, 0, 1, 0, 1]",5,3 4 5 6 7 7 7 8 8 9 9 J Q K K K A 2,12,pass
AI-random,490,465,"[0, 1, 0, 2, 1, 0, 0, 0]","[2, 3, 0, 0, 0, 1, 0, 1]",1,3 4 5 6 7 7 7 8 8 9 9 J Q K K K A 2,10,best
AI-random,490,465,"[0, 0, 0, 2, 1, 0, 0, 0]","[2, 4, 0, 0, 0, 1, 0, 1]",1,3 4 5 6 7 7 7 8 8 9 9 J Q K A 2,8,pass
AI-random,490,465,"[0, 0, 0, 2, 1, 0, 0, 0]","[2, 5, 0, 0, 0, 1, 0, 1]",1,3 4 5 6 7 7 7 8 8 9 9 J Q K A 2,6,pass
AI-random,490,465,"[0, 0, 0, 2, 1, 0, 0, 0]","[2, 5, 0, 0, 0, 2, 0, 1]",5,3 4 5 6 7 7 7 8 8 9 9 J Q K A 2,2,pass
tree-v7,525,502,"[3, 1, 0, 0, 0, 4, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,4 5 5 5 5 5 8 9 9 9 9 10 10 J K K K K K 2 2 2 2,26,pass
tree-v7,525,502,"[3, 1, 0, 0, 0, 4, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",3,4 5 5 5 5 5 8 9 9 9 9 10 10 J K K K K K 2 2 2 2,21,bomb
tree-v7,525,502,"[3, 1, 0, 0, 0, 3, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",5,4 8 9 9 9 9 10 10 J K K K K K 2 2 2 2,16,pass
tree-v7,525,502,"[3, 1, 0, 0, 0, 3, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]",1,4 8 9 9 9 9 10 10 J K K K K K 2 2 2 2,14,best
tree-v7,525,502,"[3, 0, 0, 0, 0, 3, 0, 0]","[1, 2, 0, 1, 0, 1, 0, 0]",1,4 8 9 9 9 9 J K K K K K 2 2 2 2,12,pass
tree-v7,525,502,"[3, 0, 0, 0, 0, 3, 0, 0]","[1, 3, 0, 1, 0, 1, 0, 0]",1,4 8 9 9 9 9 J K K K K K 2 2 2 2,10,combat
tree-v7,525,502,"[3, 0, 1, 0, 0, 2, 0, 0]","[1, 4, 0, 1, 0, 1, 0, 0]",1,4 8 9 9 9 9 J K K K 2 2 2 2,8,pass
tree-v7,525,502,"[3, 0, 1, 0, 0, 2, 0, 0]","[1, 5, 0, 1, 0, 1, 0, 0]",1,4 8 9 9 9 9 J K K K 2 2 2 2,6,pass
tree-v7,525,502,"[3, 0, 1, 0, 0, 1, 0, 0]","[1, 5, 0, 1, 0, 2, 0, 0]",5,4 8 J K K K 2 2 2 2,2,pass
tree-v7,525,502,"[2, 0, 0, 0, 0, 0, 0, 0]","[2, 5, 0, 1, 0, 2, 0, 0]",0,8 J,1,pass
AI-random,470,477,"[2, 5, 2, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",6,3 4 4 4 5 6 6 7 8 8 8 9 9 10 J J Q Q K K K K A A A 2 2,21,pass
AI-random,470,477,"[2, 5, 2, 1, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 0]",1,3 4 4 4 5 6 6 7 8 8 8 9 9 10 J J Q Q K K K K A A A 2 2,19,best
AI-random,470,477,"[1, 4, 0, 1, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 1, 0]",0,3 4 4 4 5 6 7 9 9 10 J J Q Q K K K K,18,best
AI-random,470,477,"[0, 4, 0, 1, 0, 1, 0, 0]","[2, 1, 0, 0, 0, 0, 1, 0]",0,3 4 4 4 5 6 7 9 9 J J Q Q K K K K,17,pass
AI-random,470,477,"[0, 4, 0, 1, 0, 1, 0, 0]","[3, 1, 0, 0, 0, 0, 1, 0]",0,3 4 4 4 5 6 7 9 9 J J Q Q K K K K,16,combat
AI-random,470,477,"[1, 3, 0, 1, 0, 1, 0, 0]","[4, 1, 0, 0, 0, 0, 1, 0]",0,3 4 4 4 5 6 7 9 J J Q Q K K K K,15,pass
AI-random,470,477,"[1, 3, 0, 1, 0, 1, 0, 0]","[4, 1, 0, 0, 0, 1, 1, 0]",5,3 4 4 4 5 6 7 9 J J Q Q K K K K,11,best
AI-random,470,477,"[0, 2, 0, 1, 0, 0, 0, 0]","[4, 2, 0, 0, 0, 1, 1, 0]",1,3 4 5 6 7 J J Q Q,9,pass
AI-random,470,477,"[0, 2, 0, 1, 0, 0, 0, 0]","[4, 2, 0, 1, 0, 1, 1, 0]",3,3 4 5 6 7 J J Q Q,4,pass
tree-v7,459,446,"[2, 2, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,5 5 5 6 6 6 8 8 9 9 Q Q Q Q Q A 2,26,best
AI-random,496,467,"[3, 2, 0, 0, 1, 2, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 3 3 4 4 4 5 5 6 6 7 7 7 7 9 10 10 J J Q Q K K K K A 2,26,best
AI-random,496,467,"[0, 1, 0, 0, 1, 2, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",1,3 3 3 4 4 4 6 6 7 7 7 7 10 10 J J Q Q K K K K,24,combat
AI-random,496,467,"[0, 3, 0, 0, 0, 2, 1, 0]","[1, 2, 0, 0, 0, 0, 0, 0]",1,3 3 3 4 4 4 6 6 7 7 7 7 J J Q Q K K K K,22,bomb
